silesia.tar,uiq2-16.bin,enwik8.tar,uiq-32.bin,deepfield.tar,uiq2-4.bin,large.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,artificl.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.93,0.88,0.72,0.58,0.53,0.55,0.58,0.76,0.63,0.49,0.46
