vmlinux-5.10.tar,misc.tar,uiq-32.bin,deepfield.tar,uiq2-8.bin,uiq2-16.bin,silesia.tar,ambivert.wav.tar,artificl.tar,uiq2-4.bin,large.tar,enwik8.tar,fannie_mae_500k.tar
0,0,0,0.88,0.86,0.85,0.83,0.83,0.84,0.83,0.82,0.82,0.82,0.82
