uiq-32.bin,uiq2-8.bin,uiq2-16.bin,misc.tar,enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,large.tar,uiq2-4.bin,silesia.tar,deepfield.tar,ambivert.wav.tar,artificl.tar
0,0,0,0.85,0.82,0.8,0.78,0.78,0.78,0.79,0.8,0.81,0.81,0.8
