png-medium,psd-medium,png-small,jpeg-small,svg-large,jpeg-medium,svg-medium,jpeg-large,png-large,svg-small,psd-small,psd-large
0,0,0,0.55,0.54,0.59,0.57,0.58,0.61,0.62,0.65,0.66,0.65
