jpeg-medium,png-large,svg-large,svg-small,png-small,jpeg-small,jpeg-large,png-medium,psd-small,svg-medium,psd-large,psd-medium
0,0,0,0.78,0.68,0.61,0.65,0.63,0.63,0.65,0.66,0.65,0.65
