svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.82,0.8,0.77,0.79,0.81,0.81,0.76,0.74,0.71,0.69
