png-small,jpeg-large,jpeg-medium,png-medium,svg-medium,png-large,jpeg-small,svg-small,psd-small,svg-large,psd-large,psd-medium
0,0,0,0.6,0.47,0.52,0.41,0.6,0.54,0.66,0.41,0.44,0.43
