jpeg-small,svg-medium,svg-small,png-small,psd-small,png-medium,psd-large,svg-large,jpeg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.6,0.57,0.57,0.62,0.66,0.68,0.68,0.66,0.68,0.7
