psd-large,svg-medium,png-small,jpeg-large,psd-medium,jpeg-small,png-large,jpeg-medium,svg-small,psd-small,svg-large,png-medium
0,0,0,0.69,0.41,0.49,0.41,0.36,0.34,0.47,0.42,0.43,0.37
