psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.76,0.65,0.53,0.69,0.45,0.47,0.5,0.56,0.52,0.54
