artificl.tar,silesia.tar,uiq2-16.bin,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,enwik8.tar,uiq2-8.bin,large.tar,uiq-32.bin
0,0,0,0.47,0.67,0.73,0.75,0.73,0.75,0.75,0.73,0.73,0.75,0.76
