uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-4.bin,artificl.tar,large.tar,uiq2-8.bin,silesia.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,enwik8.tar,misc.tar
0,0,0,0.71,0.53,0.56,0.48,0.4,0.55,0.6,0.57,0.6,0.48,0.33
