psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.77,0.65,0.63,0.53,0.48,0.46,0.42,0.38,0.4,0.55
