silesia.tar,vmlinux-5.10.tar,deepfield.tar,misc.tar,fannie_mae_500k.tar,uiq2-16.bin,ambivert.wav.tar,uiq2-8.bin,uiq-32.bin,artificl.tar,uiq2-4.bin,enwik8.tar,large.tar
0,0,0,0.87,0.85,0.73,0.73,0.72,0.44,0.52,0.58,0.52,0.45,0.48
