deepfield.tar,artificl.tar,fannie_mae_500k.tar,silesia.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,enwik8.tar,uiq-32.bin,misc.tar,uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar
0,0,0,0.62,0.47,0.37,0.43,0.42,0.55,0.42,0.44,0.27,0.31,0.35
