vmlinux-5.10.tar,silesia.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,misc.tar,uiq-32.bin,artificl.tar,enwik8.tar,deepfield.tar,uiq2-16.bin,uiq2-4.bin,ambivert.wav.tar
0,0,0,0.85,0.88,0.9,0.88,0.86,0.84,0.82,0.75,0.65,0.73,0.68
