psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.8,0.65,0.56,0.56,0.56,0.56,0.59,0.6,0.61,0.64
