psd-large,svg-small,psd-medium,svg-medium,png-large,jpeg-large,png-medium,jpeg-medium,svg-large,jpeg-small,png-small,psd-small
0,0,0,0.56,0.49,0.58,0.55,0.61,0.63,0.64,0.65,0.66,0.65
