enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,large.tar,deepfield.tar,uiq-32.bin,uiq2-8.bin,misc.tar,ambivert.wav.tar,silesia.tar,artificl.tar
0,0,0,0.89,0.8,0.78,0.78,0.79,0.79,0.78,0.81,0.78,0.73,0.73
