jpeg-small,psd-small,jpeg-medium,jpeg-large,png-small,svg-small,psd-medium,svg-large,svg-medium,psd-large,png-medium,png-large
0,0,0,0.76,0.72,0.54,0.75,0.63,0.56,0.39,0.56,0.42,0.47
