silesia.tar,uiq2-4.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,artificl.tar,enwik8.tar,uiq2-16.bin,large.tar,vmlinux-5.10.tar,uiq-32.bin,deepfield.tar
0,0,0,0.91,0.69,0.63,0.66,0.69,0.69,0.68,0.71,0.74,0.74,0.75
