fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,large.tar,misc.tar,silesia.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,deepfield.tar
0,0,0,0.82,0.8,0.6,0.58,0.5,0.62,0.48,0.58,0.52,0.38,0.5
