png-large,psd-large,svg-small,psd-medium,jpeg-large,png-small,png-medium,jpeg-medium,psd-small,svg-large,svg-medium,jpeg-small
0,0,0,0.87,0.66,0.61,0.64,0.65,0.63,0.63,0.63,0.62,0.62
