vmlinux-5.10.tar,deepfield.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,misc.tar,artificl.tar,enwik8.tar,uiq2-4.bin,uiq2-16.bin,silesia.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.75,0.75,0.71,0.66,0.56,0.49,0.55,0.46,0.5,0.41,0.53
