enwik8.tar,misc.tar,fannie_mae_500k.tar,uiq2-8.bin,deepfield.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,silesia.tar,artificl.tar,ambivert.wav.tar,uiq-32.bin,uiq2-16.bin
0,0,0,0.76,0.71,0.7,0.55,0.55,0.54,0.6,0.6,0.41,0.37,0.47
