svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.36,0.57,0.57,0.59,0.6,0.62,0.6,0.62,0.63,0.64
