vmlinux-5.10.tar,artificl.tar,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq-32.bin,enwik8.tar,ambivert.wav.tar,misc.tar,silesia.tar,uiq2-16.bin,large.tar,uiq2-8.bin
0,0,0,0.49,0.45,0.61,0.68,0.72,0.75,0.76,0.76,0.75,0.76,0.77
