large.tar,ambivert.wav.tar,deepfield.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,uiq2-8.bin,silesia.tar,vmlinux-5.10.tar,uiq2-16.bin,uiq2-4.bin,artificl.tar,enwik8.tar
0,0,0,0.87,0.8,0.8,0.8,0.81,0.81,0.8,0.81,0.82,0.81,0.8
