psd-small,svg-large,jpeg-medium,png-medium,svg-medium,psd-large,png-small,psd-medium,jpeg-small,svg-small,png-large,jpeg-large
0,0,0,0.4,0.45,0.55,0.56,0.57,0.48,0.61,0.5,0.44,0.43
