png-large,jpeg-medium,jpeg-large,psd-small,svg-large,psd-medium,svg-small,jpeg-small,psd-large,svg-medium,png-medium,png-small
0,0,0,0.87,0.89,0.81,0.75,0.71,0.71,0.69,0.69,0.69,0.69
