png-small,svg-medium,psd-medium,svg-small,jpeg-medium,png-medium,png-large,jpeg-small,svg-large,jpeg-large,psd-large,psd-small
0,0,0,0.5,0.61,0.64,0.68,0.7,0.72,0.71,0.71,0.69,0.71
