png-large,jpeg-medium,jpeg-large,psd-small,svg-large,psd-medium,svg-small,jpeg-small,psd-large,svg-medium,png-medium,png-small
0,0,0,0.87,0.88,0.79,0.73,0.68,0.69,0.7,0.69,0.7,0.69
