vmlinux-5.10.tar,large.tar,fannie_mae_500k.tar,uiq2-8.bin,uiq2-4.bin,artificl.tar,enwik8.tar,uiq-32.bin,misc.tar,deepfield.tar,ambivert.wav.tar,silesia.tar,uiq2-16.bin
0,0,0,0.78,0.84,0.84,0.84,0.82,0.82,0.82,0.82,0.81,0.8,0.8
