misc.tar,deepfield.tar,uiq2-8.bin,silesia.tar,enwik8.tar,uiq2-4.bin,large.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,uiq-32.bin
0,0,0,0.69,0.42,0.39,0.76,0.45,0.35,0.39,0.39,0.3,0.5,0.38
