psd-medium,psd-small,svg-medium,svg-large,svg-small,jpeg-medium,jpeg-small,png-large,psd-large,jpeg-large,png-medium,png-small
0,0,0,0.73,0.64,0.45,0.56,0.38,0.49,0.42,0.32,0.34,0.42
