uiq2-8.bin,large.tar,vmlinux-5.10.tar,enwik8.tar,artificl.tar,ambivert.wav.tar,deepfield.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-4.bin,silesia.tar,misc.tar,uiq-32.bin
0,0,0,0.86,0.83,0.82,0.81,0.8,0.8,0.8,0.81,0.8,0.81,0.8
