jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.75,0.68,0.68,0.74,0.76,0.77,0.72,0.72,0.72,0.72
