silesia.tar,fannie_mae_500k.tar,deepfield.tar,uiq2-4.bin,ambivert.wav.tar,uiq2-16.bin,large.tar,artificl.tar,uiq-32.bin,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,misc.tar
0,0,0,0.62,0.53,0.62,0.63,0.63,0.65,0.63,0.62,0.65,0.67,0.68
