png-medium,psd-small,psd-medium,svg-medium,jpeg-large,jpeg-small,png-small,svg-small,png-large,svg-large,jpeg-medium,psd-large
0,0,0,0.82,0.78,0.72,0.7,0.69,0.69,0.68,0.67,0.67,0.67
