psd-small,png-small,jpeg-medium,psd-large,psd-medium,svg-small,svg-large,png-large,jpeg-large,svg-medium,jpeg-small,png-medium
0,0,0,0.71,0.69,0.74,0.76,0.74,0.73,0.7,0.73,0.72,0.7
