png-medium,psd-large,psd-small,jpeg-medium,jpeg-small,png-small,png-large,svg-medium,svg-large,jpeg-large,svg-small,psd-medium
0,0,0,0.4,0.54,0.63,0.67,0.67,0.69,0.7,0.7,0.68,0.69
