ambivert.wav.tar,large.tar,fannie_mae_500k.tar,enwik8.tar,misc.tar,uiq2-16.bin,silesia.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,uiq2-8.bin,uiq2-4.bin,artificl.tar
0,0,0,0.85,0.86,0.85,0.85,0.84,0.84,0.84,0.85,0.85,0.85,0.84
