png-large,jpeg-medium,jpeg-large,psd-small,svg-large,psd-medium,svg-small,jpeg-small,psd-large,svg-medium,png-medium,png-small
0,0,0,0.87,0.5,0.34,0.65,0.67,0.65,0.69,0.4,0.47,0.67
