uiq2-4.bin,uiq2-16.bin,ambivert.wav.tar,enwik8.tar,misc.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,artificl.tar,silesia.tar,deepfield.tar,vmlinux-5.10.tar,uiq-32.bin
0,0,0,0.98,0.85,0.81,0.74,0.67,0.68,0.69,0.68,0.67,0.68,0.7
