ambivert.wav.tar,silesia.tar,misc.tar,vmlinux-5.10.tar,uiq-32.bin,large.tar,artificl.tar,enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-4.bin,deepfield.tar
0,0,0,0.78,0.7,0.67,0.74,0.74,0.72,0.69,0.73,0.71,0.7,0.71
