silesia.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin,fannie_mae_500k.tar,misc.tar,large.tar,uiq-32.bin,ambivert.wav.tar,deepfield.tar,uiq2-8.bin,enwik8.tar,uiq2-4.bin
0,0,0,0.89,0.89,0.85,0.87,0.86,0.87,0.87,0.86,0.85,0.84,0.84
