png-medium,jpeg-small,jpeg-medium,psd-large,svg-small,svg-medium,png-large,psd-small,jpeg-large,svg-large,png-small,psd-medium
0,0,0,0.79,0.74,0.69,0.61,0.44,0.36,0.47,0.42,0.48,0.48
