enwik8.tar,uiq-32.bin,deepfield.tar,misc.tar,uiq2-16.bin,uiq2-4.bin,uiq2-8.bin,large.tar,fannie_mae_500k.tar,artificl.tar,vmlinux-5.10.tar,silesia.tar,ambivert.wav.tar
0,0,0,0.98,0.85,0.66,0.69,0.65,0.73,0.45,0.44,0.54,0.47,0.58
