fannie_mae_500k.tar,misc.tar,silesia.tar,large.tar,uiq2-4.bin,uiq-32.bin,enwik8.tar,ambivert.wav.tar,uiq2-8.bin,deepfield.tar,artificl.tar,vmlinux-5.10.tar,uiq2-16.bin
0,0,0,0.79,0.79,0.75,0.73,0.78,0.77,0.77,0.77,0.67,0.75,0.75
