uiq-32.bin,uiq2-16.bin,artificl.tar,misc.tar,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,silesia.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,enwik8.tar
0,0,0,0.96,0.79,0.66,0.64,0.68,0.7,0.73,0.76,0.77,0.77,0.77
