psd-medium,psd-small,svg-medium,svg-large,svg-small,jpeg-medium,jpeg-small,png-large,psd-large,jpeg-large,png-medium,png-small
0,0,0,0.7,0.68,0.67,0.66,0.68,0.67,0.68,0.7,0.72,0.72
