uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar,ambivert.wav.tar,silesia.tar,deepfield.tar,uiq2-8.bin,misc.tar,uiq-32.bin,fannie_mae_500k.tar,large.tar,enwik8.tar,artificl.tar
0,0,0,0.96,0.91,0.9,0.88,0.87,0.86,0.82,0.8,0.79,0.75,0.72
