psd-large,jpeg-large,svg-small,jpeg-small,png-medium,svg-large,psd-small,svg-medium,png-large,psd-medium,jpeg-medium,png-small
0,0,0,0.84,0.78,0.78,0.59,0.52,0.6,0.6,0.54,0.42,0.59
