png-small,svg-medium,svg-large,png-medium,psd-small,png-large,psd-medium,jpeg-medium,svg-small,jpeg-large,psd-large,jpeg-small
0,0,0,0.4,0.21,0.43,0.41,0.36,0.39,0.27,0.36,0.38,0.32
