jpeg-small,psd-small,jpeg-medium,jpeg-large,png-small,svg-small,psd-medium,svg-large,svg-medium,psd-large,png-medium,png-large
0,0,0,0.82,0.81,0.86,0.82,0.8,0.8,0.79,0.78,0.77,0.77
