uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar,ambivert.wav.tar,silesia.tar,deepfield.tar,uiq2-8.bin,misc.tar,uiq-32.bin,fannie_mae_500k.tar,large.tar,enwik8.tar,artificl.tar
0,0,0,0.98,0.85,0.85,0.86,0.82,0.81,0.78,0.76,0.75,0.74,0.76
