jpeg-medium,psd-large,psd-small,svg-medium,psd-medium,jpeg-large,jpeg-small,png-medium,svg-large,svg-small,png-small,png-large
0,0,0,0.77,0.72,0.68,0.7,0.73,0.73,0.72,0.72,0.7,0.69
