enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,large.tar,deepfield.tar,uiq-32.bin,uiq2-8.bin,misc.tar,ambivert.wav.tar,silesia.tar,artificl.tar
0,0,0,0.93,0.85,0.83,0.83,0.83,0.82,0.81,0.83,0.81,0.77,0.77
