ambivert.wav.tar,vmlinux-5.10.tar,large.tar,uiq2-8.bin,deepfield.tar,enwik8.tar,uiq2-4.bin,silesia.tar,uiq-32.bin,fannie_mae_500k.tar,artificl.tar,uiq2-16.bin,misc.tar
0,0,0,0.83,0.84,0.83,0.82,0.82,0.83,0.83,0.83,0.84,0.84,0.84
