uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,artificl.tar,large.tar,enwik8.tar,misc.tar,deepfield.tar,uiq-32.bin
0,0,0,0.84,0.89,0.89,0.88,0.83,0.82,0.78,0.74,0.76,0.76,0.75
