vmlinux-5.10.tar,artificl.tar,ambivert.wav.tar,uiq-32.bin,misc.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar,large.tar,fannie_mae_500k.tar,silesia.tar,enwik8.tar,uiq2-4.bin
0,0,0,0.89,0.89,0.87,0.85,0.85,0.84,0.83,0.82,0.83,0.83,0.83
