jpeg-medium,png-small,psd-large,svg-medium,svg-large,psd-medium,png-medium,jpeg-small,png-large,svg-small,psd-small,jpeg-large
0,0,0,0.64,0.55,0.47,0.41,0.44,0.46,0.52,0.6,0.39,0.28
