fannie_mae_500k.tar,uiq2-8.bin,vmlinux-5.10.tar,enwik8.tar,artificl.tar,silesia.tar,uiq2-4.bin,misc.tar,uiq2-16.bin,uiq-32.bin,large.tar,ambivert.wav.tar,deepfield.tar
0,0,0,0.84,0.84,0.84,0.79,0.69,0.78,0.61,0.55,0.63,0.63,0.49
