uiq2-4.bin,large.tar,deepfield.tar,silesia.tar,artificl.tar,ambivert.wav.tar,uiq2-16.bin,enwik8.tar,uiq2-8.bin,misc.tar,vmlinux-5.10.tar,uiq-32.bin,fannie_mae_500k.tar
0,0,0,0.95,0.9,0.88,0.84,0.86,0.87,0.87,0.88,0.8,0.81,0.77
